hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
25181020,025181020,025181,020,,1,,1,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,4,2,2,0,9,12
25203010,025203010,025203,010,,,1,,1,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,5,2,2,0,9,13
25203020,025203020,025203,020,,,2,,2,,0,,,,,1,,1,5,,1,2,2,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,5,2,0,2,9,13
25206010,025206010,025206,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
25217010,025217010,025217,010,1,,,,,,1,1,4,1,2,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
25220010,025220010,025220,010,,,1,,,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,1,,2,1,5,0,,,,,5,1,1,0,8,12
25234010,025234010,025234,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25234040,025234040,025234,040,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
25237010,025237010,025237,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25245010,025245010,025245,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25253010,025253010,025253,010,,,,,,,1,,3,1,5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
25253020,025253020,025253,020,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,4,1,1,0,8,11
25312040,025312040,025312,040,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
25343010,025343010,025343,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,0,,,,,5,1,1,0,8,12
25344020,025344020,025344,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
25344030,025344030,025344,030,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
25361010,025361010,025361,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25361020,025361020,025361,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25375010,025375010,025375,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25383010,025383010,025383,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25383040,025383040,025383,040,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
25391010,025391010,025391,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,1,1,4,1,1,1,,1,5,,5,3,3,0,8,13
25391011,025391011,025391,011,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
25399010,025399010,025399,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25399040,025399040,025399,040,2,,,,,,1,2,4,1,4,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,0,1,8,9
25400010,025400010,025400,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25400011,025400011,025400,011,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,2,0,8,11
25411010,025411010,025411,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25411040,025411040,025411,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25510020,025510020,025510,020,2,,2,,2,,1,2,4,1,4,1,,1,5,,1,2,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,6,3,0,3,8,13
25510030,025510030,025510,030,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25513010,025513010,025513,010,,1,,2,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,0,,,,,5,2,1,1,8,12
25556010,025556010,025556,010,,2,,,,,1,,1,5,,1,2,4,1,2,1,,1,5,,1,,4,1,1,1,,1,5,,1,,3,1,5,6,1,0,1,8,13
25556040,025556040,025556,040,,,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,,3,1,5,6,0,0,0,8,13
25557010,025557010,025557,010,1,,2,,1,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,2,1,8,13
25557040,025557040,025557,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25565010,025565010,025565,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
25565040,025565040,025565,040,,1,,2,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,2,1,1,1,,1,5,,1,,2,1,5,6,2,1,1,8,13
25575010,025575010,025575,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
25575040,025575040,025575,040,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
25581010,025581010,025581,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
25581020,025581020,025581,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
25593010,025593010,025593,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25593040,025593040,025593,040,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,2,2,0,8,13
25605040,025605040,025605,040,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
25606020,025606020,025606,020,,1,,,,,1,,1,5,,1,1,4,1,2,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
25606030,025606030,025606,030,,1,,,,,1,,1,5,,1,1,4,1,2,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
25623010,025623010,025623,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
25623020,025623020,025623,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
25624010,025624010,025624,010,,,,,,,1,,4,1,5,0,,,,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,5,0,0,0,8,13
25624040,025624040,025624,040,,,,,2,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,2,1,1,0,,,,,5,1,0,1,8,12
25641010,025641010,025641,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,9,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,2,2,0,8,13
25671020,025671020,025671,020,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,1,1,0,8,13
25671030,025671030,025671,030,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
30091010,030091010,030091,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30107010,030107010,030107,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,0,0,0,8,13
30107020,030107020,030107,020,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,5,0,0,0,8,13
30113010,030113010,030113,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30118010,030118010,030118,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,2,2,0,8,13
30122010,030122010,030122,010,,,1,,2,,1,,4,1,5,1,,1,5,,1,1,4,1,1,0,,,,,1,2,4,1,1,1,,1,5,,5,2,1,1,8,13
30146010,030146010,030146,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
30176010,030176010,030176,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30176040,030176040,030176,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30190010,030190010,030190,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30201010,030201010,030201,010,1,,2,,,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,0,,,,,0,,,,,0,,,,,3,2,1,1,8,10
30219020,030219020,030219,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
30219030,030219030,030219,030,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
30225010,030225010,030225,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30226010,030226010,030226,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30226020,030226020,030226,020,1,,,,1,,1,1,3,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
30229010,030229010,030229,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30233010,030233010,030233,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30237030,030237030,030237,030,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,2,0,8,11
30246010,030246010,030246,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30248020,030248020,030248,020,,,2,,,,1,,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,0,,,,,0,,,,,4,1,0,1,8,11
30248030,030248030,030248,030,,,2,,,,1,,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,0,,,,,0,,,,,4,1,0,1,8,11
30254010,030254010,030254,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,4,1,1,0,8,13
30313010,030313010,030313,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,3,3,0,8,13
30313020,030313020,030313,020,2,,2,,,,1,2,3,1,4,1,,1,5,,1,2,2,1,1,1,,1,5,,0,,,,,0,,,,,4,2,0,2,8,11
30314010,030314010,030314,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
30331010,030331010,030331,010,,2,,,,,1,,1,5,,1,2,2,1,1,1,,1,5,,1,3,4,1,4,1,,1,5,,1,,4,1,5,6,1,0,1,8,13
30406010,030406010,030406,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
30406040,030406040,030406,040,,,,,,,1,,1,5,,0,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,10
30423010,030423010,030423,010,,,,,,,1,,1,5,,1,3,2,1,4,1,,1,5,,1,,2,1,1,1,,1,5,,1,,2,1,5,6,0,0,0,8,13
30423020,030423020,030423,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,1,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
30487010,030487010,030487,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30491020,030491020,030491,020,,1,,,,,1,,1,5,,1,1,3,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30523020,030523020,030523,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30523030,030523030,030523,030,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,2,0,8,11
30551010,030551010,030551,010,,,,,,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,4,0,0,0,10,13
30580010,030580010,030580,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30580011,030580011,030580,011,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
30622010,030622010,030622,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30622040,030622040,030622,040,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
30644010,030644010,030644,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30644020,030644020,030644,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
30645010,030645010,030645,010,,1,,1,,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
30652010,030652010,030652,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,5,2,2,0,8,12
30652020,030652020,030652,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30681011,030681011,030681,011,,,1,,,,1,,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,0,,,,,0,,,,,4,1,1,0,8,11
30681040,030681040,030681,040,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,2,0,0,0,11,12
30683020,030683020,030683,020,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30683030,030683030,030683,030,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
30693010,030693010,030693,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
30693020,030693020,030693,020,,2,,1,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,1,1,8,13
30701010,030701010,030701,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
30732040,030732040,030732,040,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30732041,030732041,030732,041,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
30733020,030733020,030733,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
30733030,030733030,030733,030,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,2,0,0,0,10,11
30760010,030760010,030760,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,5,2,2,0,8,12
30760020,030760020,030760,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
30761010,030761010,030761,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,6,2,2,0,8,13
30769010,030769010,030769,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
30769020,030769020,030769,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
30781010,030781010,030781,010,,2,,2,,,1,,1,5,,1,2,4,1,2,1,,1,5,,1,2,4,1,2,1,,1,5,,0,,,,,5,2,0,2,8,12
30790010,030790010,030790,010,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
30790040,030790040,030790,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30804020,030804020,030804,020,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,1,,2,1,5,1,,1,5,,1,,2,1,5,5,1,1,0,8,13
30804030,030804030,030804,030,,1,,1,,,1,,1,5,,1,1,4,1,1,0,,,,,1,1,2,1,1,1,,1,5,,1,,2,1,5,5,2,2,0,8,13
30820010,030820010,030820,010,,1,,,,,1,,1,5,,1,1,2,1,1,1,,1,5,,0,,,,,0,,,,,1,,2,1,5,4,1,1,0,8,13
30820011,030820011,030820,011,,1,,,,,1,,1,5,,1,1,2,1,1,1,,1,5,,0,,,,,0,,,,,1,,2,1,5,4,1,1,0,8,13
30829011,030829011,030829,011,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30842010,030842010,030842,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,9,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
30842040,030842040,030842,040,1,,,,,,1,1,4,1,1,1,,1,5,,1,,3,1,5,0,,,,,1,,4,1,1,1,,1,5,,5,1,1,0,8,13
30873010,030873010,030873,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30875010,030875010,030875,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
30892030,030892030,030892,030,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
30892031,030892031,030892,031,,2,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,0,1,8,13
30904010,030904010,030904,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
30904020,030904020,030904,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,6,2,2,0,8,13
30907020,030907020,030907,020,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
30915010,030915010,030915,010,,1,,,,,0,,,,,1,1,4,1,1,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,1,4,1,1,0,9,13
30915040,030915040,030915,040,,1,,,,1,0,,,,,1,1,4,1,1,0,,,,,1,,2,1,5,1,,1,5,,1,1,4,1,1,4,2,2,0,9,13
30932040,030932040,030932,040,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,6,1,1,0,8,13
30950010,030950010,030950,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,1,1,,1,5,,1,,2,1,5,6,0,0,0,8,13
30950040,030950040,030950,040,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
30956010,030956010,030956,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
30971010,030971010,030971,010,,2,,,,1,1,,1,5,,1,2,2,1,1,1,,1,5,,1,,2,1,1,1,,1,5,,1,1,4,1,1,6,2,1,1,8,13
30972010,030972010,030972,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,3,2,2,0,8,10
31014020,031014020,031014,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
31019010,031019010,031019,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
31019040,031019040,031019,040,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
31051010,031051010,031051,010,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
31059020,031059020,031059,020,,,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
31059030,031059030,031059,030,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
31061010,031061010,031061,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
31061011,031061011,031061,011,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
31126010,031126010,031126,010,,2,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,1,,4,1,5,5,1,0,1,8,13
31126020,031126020,031126,020,,,,,,,1,,1,5,,1,3,4,1,4,1,,1,5,,1,,3,1,5,0,,,,,0,,,,,4,0,0,0,8,11
31135010,031135010,031135,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
31135040,031135040,031135,040,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
31208010,031208010,031208,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
31208020,031208020,031208,020,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
31209010,031209010,031209,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
31209040,031209040,031209,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,3,3,0,8,13
31216010,031216010,031216,010,,,,,,,1,,2,5,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
31232010,031232010,031232,010,,,,,,,1,,2,5,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
31232020,031232020,031232,020,,,,,,,1,,2,5,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
31252011,031252011,031252,011,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,1,,2,1,5,3,0,0,0,10,13
31274010,031274010,031274,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
31274011,031274011,031274,011,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
31300010,031300010,031300,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
31300040,031300040,031300,040,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,3,4,1,4,1,,1,5,,6,2,2,0,8,13
